day,county_fips,age_group,count
35,51005,o,41
35,51007,o,29
35,51009,o,75
35,51011,o,35
35,51013,o,350
35,51015,o,177
35,51017,o,12
35,51021,o,16
35,51023,o,87
35,51025,o,40
35,51027,o,61
35,51029,o,40
35,51031,o,123
35,51033,o,61
35,51035,o,73
35,51036,o,20
35,51037,o,29
35,51041,o,684
35,51043,o,37
35,51045,o,13
35,51047,o,95
35,51049,o,22
35,51051,o,39
35,51053,o,64
35,51057,o,26
35,51059,o,2305
35,51061,o,151
35,51063,o,36
35,51065,o,55
35,51067,o,139
35,51069,o,160
35,51071,o,40
35,51073,o,89
35,51075,o,60
35,51077,o,40
35,51079,o,40
35,51081,o,27
35,51083,o,90
35,51085,o,227
35,51087,o,619
35,51089,o,128
35,51091,o,7
35,51093,o,89
35,51095,o,154
35,51097,o,17
35,51099,o,45
35,51101,o,35
35,51103,o,30
35,51105,o,59
35,51107,o,493
35,51109,o,81
35,51111,o,32
35,51113,o,32
35,51115,o,24
35,51117,o,80
35,51119,o,31
35,51121,o,142
35,51125,o,42
35,51127,o,47
35,51131,o,32
35,51133,o,34
35,51135,o,34
35,51137,o,73
35,51139,o,54
35,51141,o,46
35,51143,o,157
35,51145,o,66
35,51147,o,41
35,51149,o,76
35,51153,o,690
35,51155,o,87
35,51157,o,21
35,51159,o,19
35,51161,o,223
35,51163,o,57
35,51165,o,165
35,51167,o,72
35,51169,o,56
35,51171,o,95
35,51173,o,75
35,51175,o,46
35,51177,o,236
35,51179,o,231
35,51181,o,18
35,51183,o,27
35,51185,o,112
35,51187,o,80
35,51191,o,134
35,51193,o,45
35,51195,o,92
35,51197,o,69
35,51199,o,141
35,51510,o,261
35,51520,o,37
35,51530,o,13
35,51540,o,65
35,51550,o,454
35,51570,o,36
35,51580,o,12
35,51590,o,101
35,51595,o,10
35,51600,o,48
35,51610,o,28
35,51620,o,18
35,51630,o,36
35,51640,o,14
35,51650,o,277
35,51660,o,52
35,51670,o,42
35,51678,o,9
35,51680,o,129
35,51683,o,66
35,51685,o,18
35,51690,o,31
35,51700,o,322
35,51710,o,396
35,51720,o,8
35,51730,o,70
35,51735,o,29
35,51740,o,192
35,51750,o,19
35,51760,o,377
35,51770,o,209
35,51775,o,55
35,51790,o,53
35,51800,o,170
35,51810,o,836
35,51820,o,43
35,51830,o,19
35,51840,o,49
35,51001,p,59
35,51003,p,170
35,51005,p,24
35,51007,p,22
35,51009,p,54
35,51011,p,23
35,51013,p,348
35,51015,p,120
35,51017,p,4
35,51021,p,9
35,51023,p,49
35,51025,p,25
35,51027,p,33
35,51029,p,28
35,51031,p,90
35,51033,p,60
35,51035,p,49
35,51036,p,9
35,51037,p,20
35,51041,p,610
35,51043,p,23
35,51045,p,7
35,51047,p,100
35,51049,p,18
35,51051,p,26
35,51053,p,48
35,51057,p,19
35,51059,p,2203
35,51061,p,117
35,51063,p,26
35,51065,p,49
35,51067,p,95
35,51069,p,155
35,51071,p,28
35,51073,p,55
35,51075,p,31
35,51077,p,21
35,51079,p,40
35,51081,p,16
35,51083,p,62
35,51085,p,169
35,51087,p,622
35,51089,p,90
35,51091,p,2
35,51093,p,58
35,51095,p,104
35,51097,p,11
35,51099,p,55
35,51101,p,30
35,51103,p,13
35,51105,p,41
35,51107,p,835
35,51109,p,62
35,51111,p,21
35,51113,p,24
35,51115,p,11
35,51117,p,49
35,51119,p,13
35,51121,p,134
35,51125,p,23
35,51127,p,28
35,51131,p,20
35,51133,p,16
35,51135,p,27
35,51137,p,61
35,51139,p,41
35,51141,p,27
35,51143,p,100
35,51145,p,45
35,51147,p,31
35,51149,p,62
35,51153,p,992
35,51155,p,52
35,51157,p,10
35,51159,p,12
35,51161,p,144
35,51163,p,32
35,51165,p,140
35,51167,p,47
35,51169,p,36
35,51171,p,74
35,51173,p,54
35,51175,p,29
35,51177,p,254
35,51179,p,265
35,51181,p,11
35,51183,p,16
35,51185,p,72
35,51187,p,72
35,51191,p,82
35,51193,p,27
35,51195,p,71
35,51197,p,50
35,51199,p,116
35,51510,p,297
35,51520,p,34
35,51530,p,12
35,51540,p,68
35,51550,p,435
35,51570,p,29
35,51580,p,10
35,51590,p,82
35,51595,p,11
35,51600,p,38
35,51610,p,21
35,51620,p,18
35,51630,p,48
35,51640,p,12
35,51650,p,270
35,51660,p,72
35,51670,p,53
35,51678,p,5
35,51680,p,137
35,51683,p,94
35,51685,p,38
35,51690,p,25
35,51700,p,412
35,51710,p,507
35,51720,p,6
35,51730,p,60
35,51735,p,16
35,51740,p,211
35,51750,p,17
35,51760,p,394
35,51770,p,208
35,51775,p,38
35,51790,p,39
35,51800,p,182
35,51810,p,884
35,51820,p,45
35,51830,p,13
35,51840,p,54
35,51001,s,153
35,51003,s,479
35,51005,s,82
35,51007,s,65
35,51009,s,160
35,51011,s,76
35,51013,s,616
35,51015,s,370
35,51017,s,20
35,51021,s,28
35,51023,s,177
35,51025,s,77
35,51027,s,104
35,51029,s,73
35,51031,s,276
35,51033,s,147
35,51035,s,140
35,51036,s,30
35,51037,s,69
35,51041,s,1893
35,51043,s,75
35,51045,s,26
35,51047,s,263
35,51049,s,52
35,51051,s,75
35,51053,s,144
35,51057,s,55
35,51059,s,5683
35,51061,s,385
35,51063,s,74
35,51065,s,131
35,51067,s,260
35,51069,s,449
35,51071,s,86
35,51073,s,194
35,51075,s,103
35,51077,s,70
35,51079,s,99
35,51081,s,46
35,51083,s,185
35,51085,s,598
35,51087,s,1643
35,51089,s,252
35,51091,s,8
35,51093,s,187
35,51095,s,334
35,51097,s,32
35,51099,s,143
35,51101,s,89
35,51103,s,42
35,51105,s,118
35,51107,s,1995
35,51109,s,162
35,51111,s,55
35,51113,s,68
35,51115,s,40
35,51117,s,149
35,51119,s,40
35,51121,s,325
35,51125,s,66
35,51127,s,94
35,51131,s,55
35,51133,s,46
35,51135,s,73
35,51137,s,175
35,51139,s,119
35,51141,s,81
35,51143,s,313
35,51145,s,155
35,51147,s,91
35,51149,s,190
35,51153,s,2437
35,51155,s,157
35,51157,s,34
35,51159,s,37
35,51161,s,472
35,51163,s,99
35,51165,s,409
35,51167,s,136
35,51169,s,101
35,51171,s,207
35,51173,s,152
35,51175,s,91
35,51177,s,785
35,51179,s,859
35,51181,s,35
35,51183,s,46
35,51185,s,209
35,51187,s,204
35,51191,s,246
35,51193,s,80
35,51195,s,192
35,51197,s,137
35,51199,s,412
35,51510,s,409
35,51520,s,80
35,51530,s,31
35,51540,s,126
35,51550,s,1319
35,51570,s,89
35,51580,s,28
35,51590,s,201
35,51595,s,34
35,51600,s,100
35,51610,s,65
35,51620,s,41
35,51630,s,94
35,51640,s,34
35,51650,s,693
35,51660,s,146
35,51670,s,118
35,51678,s,16
35,51680,s,313
35,51683,s,222
35,51685,s,80
35,51690,s,66
35,51700,s,938
35,51710,s,1054
35,51720,s,18
35,51730,s,144
35,51735,s,75
35,51740,s,481
35,51750,s,45
35,51760,s,784
35,51770,s,438
35,51775,s,112
35,51790,s,100
35,51800,s,486
35,51810,s,2321
35,51820,s,100
35,51830,s,26
35,51840,s,117
42,51001,a,134
42,51003,a,474
42,51005,a,62
42,51007,a,54
42,51009,a,143
42,51011,a,62
42,51013,a,1316
42,51015,a,325
42,51017,a,19
42,51021,a,31
42,51023,a,133
42,51025,a,81
42,51027,a,111
42,51029,a,83
42,51031,a,245
42,51033,a,131
42,51035,a,122
42,51036,a,30
42,51037,a,50
42,51041,a,1484
42,51043,a,56
42,51045,a,20
42,51047,a,217
42,51049,a,44
42,51051,a,68
42,51053,a,129
42,51057,a,45
42,51059,a,5343
42,51061,a,287
42,51063,a,63
42,51065,a,115
42,51067,a,234
42,51069,a,361
42,51071,a,72
42,51073,a,164
42,51075,a,92
42,51077,a,62
42,51079,a,83
42,51081,a,66
42,51083,a,140
42,51085,a,443
42,51087,a,1482
42,51089,a,226
42,51091,a,7
42,51093,a,151
42,51095,a,263
42,51097,a,28
42,51099,a,112
42,51101,a,72
42,51103,a,35
42,51105,a,117
42,51107,a,1589
42,51109,a,144
42,51111,a,56
42,51113,a,54
42,51115,a,31
42,51117,a,132
42,51119,a,38
42,51121,a,614
42,51125,a,57
42,51127,a,81
42,51131,a,45
42,51133,a,38
42,51135,a,73
42,51137,a,139
42,51139,a,104
42,51141,a,74
42,51143,a,267
42,51145,a,130
42,51147,a,132
42,51149,a,184
42,51153,a,2033
42,51155,a,151
42,51157,a,27
42,51159,a,45
42,51161,a,390
42,51163,a,88
42,51165,a,335
42,51167,a,126
42,51169,a,98
42,51171,a,174
42,51173,a,138
42,51175,a,81
42,51177,a,581
42,51179,a,643
42,51181,a,29
42,51183,a,63
42,51185,a,193
42,51187,a,174
42,51191,a,239
42,51193,a,67
42,51195,a,200
42,51197,a,125
42,51199,a,295
42,51510,a,845
42,51520,a,79
42,51530,a,31
42,51540,a,289
42,51550,a,1068
42,51570,a,74
42,51580,a,25
42,51590,a,180
42,51595,a,25
42,51600,a,112
42,51610,a,55
42,51620,a,35
42,51630,a,144
42,51640,a,29
42,51650,a,696
42,51660,a,351
42,51670,a,104
42,51678,a,47
42,51680,a,412
42,51683,a,191
42,51685,a,78
42,51690,a,58
42,51700,a,955
42,51710,a,1426
42,51720,a,18
42,51730,a,153
42,51735,a,50
42,51740,a,461
42,51750,a,121
42,51760,a,1170
42,51770,a,464
42,51775,a,113
42,51790,a,105
42,51800,a,397
42,51810,a,2256
42,51820,a,94
42,51830,a,95
42,51840,a,132
42,51001,g,61
42,51003,g,133
42,51005,g,31
42,51007,g,19
42,51009,g,51
42,51011,g,25
42,51013,g,172
42,51015,g,112
42,51017,g,10
42,51021,g,11
42,51023,g,51
42,51025,g,28
42,51027,g,37
42,51029,g,23
42,51031,g,82
42,51033,g,35
42,51035,g,56
42,51036,g,11
42,51037,g,22
42,51041,g,307
42,51043,g,21
42,51045,g,8
42,51047,g,54
42,51049,g,15
42,51051,g,25
42,51053,g,36
42,51057,g,18
42,51059,g,1005
42,51061,g,78
42,51063,g,25
42,51065,g,38
42,51067,g,94
42,51069,g,93
42,51071,g,29
42,51073,g,51
42,51075,g,30
42,51077,g,31
42,51079,g,22
42,51081,g,14
42,51083,g,67
42,51085,g,124
42,51087,g,362
42,51089,g,102
42,51091,g,5
42,51093,g,48
42,51095,g,129
42,51097,g,11
42,51099,g,22
42,51101,g,18
42,51103,g,33
42,51105,g,39
42,51107,g,187
42,51109,g,45
42,51111,g,21
42,51113,g,22
42,51115,g,21
42,51117,g,65
42,51119,g,26
42,51121,g,88
42,51125,g,28
42,51127,g,20
42,51131,g,27
42,51133,g,35
42,51135,g,26
42,51137,g,57
42,51139,g,40
42,51141,g,38
42,51143,g,104
42,51145,g,31
42,51147,g,31
42,51149,g,34
42,51153,g,253
42,51155,g,59
42,51157,g,13
42,51159,g,16
42,51161,g,151
42,51163,g,44
42,51165,g,114
42,51167,g,45
42,51169,g,43
42,51171,g,74
42,51173,g,56
42,51175,g,27
42,51177,g,113
42,51179,g,88
42,51181,g,10
42,51183,g,17
42,51185,g,74
42,51187,g,46
42,51191,g,92
42,51193,g,34
42,51195,g,56
42,51197,g,49
42,51199,g,74
42,51510,g,122
42,51520,g,32
42,51530,g,10
42,51540,g,39
42,51550,g,220
42,51570,g,32
42,51580,g,11
42,51590,g,80
42,51595,g,10
42,51600,g,29
42,51610,g,12
42,51620,g,14
42,51630,g,23
42,51640,g,13
42,51650,g,161
42,51660,g,39
42,51670,g,32
42,51678,g,10
42,51680,g,102
42,51683,g,24
42,51685,g,7
42,51690,g,26
42,51700,g,186
42,51710,g,223
42,51720,g,5
42,51730,g,46
42,51735,g,17
42,51740,g,122
42,51750,g,13
42,51760,g,221
42,51770,g,134
42,51775,g,40
42,51790,g,45
42,51800,g,92
42,51810,g,443
42,51820,g,34
42,51830,g,17
42,51840,g,35
42,51001,o,83
42,51003,o,210
42,51005,o,41
42,51007,o,29
42,51009,o,75
42,51011,o,35
42,51013,o,350
42,51015,o,177
42,51017,o,12
42,51021,o,16
42,51023,o,87
42,51025,o,40
42,51027,o,61
42,51029,o,40
42,51031,o,123
42,51033,o,61
42,51035,o,73
42,51036,o,20
42,51037,o,29
42,51041,o,684
42,51043,o,37
42,51045,o,13
42,51047,o,95
42,51049,o,22
42,51051,o,39
42,51053,o,64
42,51057,o,26
42,51059,o,2305
42,51061,o,151
42,51063,o,36
42,51065,o,55
42,51067,o,139
42,51069,o,160
42,51071,o,40
42,51073,o,89
42,51075,o,60
42,51077,o,40
42,51079,o,40
42,51081,o,27
42,51083,o,90
42,51085,o,227
42,51087,o,619
42,51089,o,128
42,51091,o,7
42,51093,o,89
42,51095,o,154
42,51097,o,17
42,51099,o,45
42,51101,o,35
42,51103,o,30
42,51105,o,59
42,51107,o,493
42,51109,o,81
42,51111,o,32
42,51113,o,32
42,51115,o,24
42,51117,o,80
42,51119,o,31
42,51121,o,142
42,51125,o,42
42,51127,o,47
42,51131,o,32
42,51133,o,34
42,51135,o,34
42,51137,o,73
42,51139,o,54
42,51141,o,46
42,51143,o,157
42,51145,o,66
42,51147,o,41
42,51149,o,76
42,51153,o,690
42,51155,o,87
42,51157,o,21
42,51159,o,19
42,51161,o,223
42,51163,o,57
42,51165,o,165
42,51167,o,72
42,51169,o,56
42,51171,o,95
42,51173,o,75
42,51175,o,46
42,51177,o,236
42,51179,o,231
42,51181,o,18
42,51183,o,27
42,51185,o,112
42,51187,o,80
42,51191,o,134
42,51193,o,45
42,51195,o,92
42,51197,o,69
42,51199,o,141
42,51510,o,261
42,51520,o,37
42,51530,o,13
42,51540,o,65
42,51550,o,454
42,51570,o,36
42,51580,o,12
42,51590,o,101
42,51595,o,10
42,51600,o,48
42,51610,o,28
42,51620,o,18
42,51630,o,36
42,51640,o,14
42,51650,o,277
42,51660,o,52
42,51670,o,42
42,51678,o,9
42,51680,o,129
42,51683,o,66
42,51685,o,18
42,51690,o,31
42,51700,o,322
42,51710,o,396
42,51720,o,8
42,51730,o,70
42,51735,o,29
42,51740,o,192
42,51750,o,19
42,51760,o,377
42,51770,o,209
42,51775,o,55
42,51790,o,53
42,51800,o,170
42,51810,o,836
42,51820,o,43
42,51830,o,19
42,51840,o,49
42,51001,p,59
42,51003,p,170
42,51005,p,24
42,51007,p,22
42,51009,p,54
42,51011,p,23
42,51013,p,348
42,51015,p,120
42,51017,p,4
42,51021,p,9
42,51023,p,49
42,51025,p,25
42,51027,p,33
42,51029,p,28
42,51031,p,90
42,51033,p,60
42,51035,p,49
42,51036,p,9
42,51037,p,20
42,51041,p,610
42,51043,p,23
42,51045,p,7
42,51047,p,100
42,51049,p,18
42,51051,p,26
42,51053,p,48
42,51057,p,19
42,51059,p,2203
42,51061,p,117
42,51063,p,26
42,51065,p,49
42,51067,p,95
42,51069,p,155
42,51071,p,28
42,51073,p,55
42,51075,p,31
42,51077,p,21
42,51079,p,40
42,51081,p,16
42,51083,p,62
42,51085,p,169
42,51087,p,622
42,51089,p,90
42,51091,p,2
42,51093,p,58
42,51095,p,104
42,51097,p,11
42,51099,p,55
42,51101,p,30
42,51103,p,13
42,51105,p,41
42,51107,p,835
42,51109,p,62
42,51111,p,21
42,51113,p,24
42,51115,p,11
42,51117,p,49
42,51119,p,13
42,51121,p,134
42,51125,p,23
42,51127,p,28
42,51131,p,20
42,51133,p,16
42,51135,p,27
42,51137,p,61
42,51139,p,41
42,51141,p,27
42,51143,p,100
42,51145,p,45
42,51147,p,31
42,51149,p,62
42,51153,p,992
42,51155,p,52
42,51157,p,10
42,51159,p,12
42,51161,p,144
42,51163,p,32
42,51165,p,140
42,51167,p,47
42,51169,p,36
42,51171,p,74
42,51173,p,54
42,51175,p,29
42,51177,p,254
42,51179,p,265
42,51181,p,11
42,51183,p,16
42,51185,p,72
42,51187,p,72
42,51191,p,82
42,51193,p,27
42,51195,p,71
42,51197,p,50
42,51199,p,116
42,51510,p,297
42,51520,p,34
42,51530,p,12
42,51540,p,68
42,51550,p,435
42,51570,p,29
42,51580,p,10
42,51590,p,82
42,51595,p,11
42,51600,p,38
42,51610,p,21
42,51620,p,18
42,51630,p,48
42,51640,p,12
42,51650,p,270
42,51660,p,72
42,51670,p,53
42,51678,p,5
42,51680,p,137
42,51683,p,94
42,51685,p,38
42,51690,p,25
42,51700,p,412
42,51710,p,507
42,51720,p,6
42,51730,p,60
42,51735,p,16
42,51740,p,211
42,51750,p,17
42,51760,p,394
42,51770,p,208
42,51775,p,38
42,51790,p,39
42,51800,p,182
42,51810,p,884
42,51820,p,45
42,51830,p,13
42,51840,p,54
42,51001,s,153
42,51003,s,479
42,51005,s,82
42,51007,s,65
42,51009,s,160
42,51011,s,76
42,51013,s,616
42,51015,s,370
42,51017,s,20
42,51021,s,28
42,51023,s,177
42,51025,s,77
42,51027,s,104
42,51029,s,73
42,51031,s,276
42,51033,s,147
42,51035,s,140
42,51036,s,30
42,51037,s,69
42,51041,s,1893
42,51043,s,75
42,51045,s,26
42,51047,s,263
42,51049,s,52
42,51051,s,75
42,51053,s,144
42,51057,s,55
42,51059,s,5683
42,51061,s,385
42,51063,s,74
42,51065,s,131
42,51067,s,260
42,51069,s,449
42,51071,s,86
42,51073,s,194
42,51075,s,103
42,51077,s,70
42,51079,s,99
42,51081,s,46
42,51083,s,185
42,51085,s,598
42,51087,s,1643
42,51089,s,252
42,51091,s,8
42,51093,s,187
42,51095,s,334
42,51097,s,32
42,51099,s,143
42,51101,s,89
42,51103,s,42
42,51105,s,118
42,51107,s,1995
42,51109,s,162
42,51111,s,55
42,51113,s,68
42,51115,s,40
42,51117,s,149
42,51119,s,40
42,51121,s,325
42,51125,s,66
42,51127,s,94
42,51131,s,55
42,51133,s,46
42,51135,s,73
42,51137,s,175
42,51139,s,119
42,51141,s,81
42,51143,s,313
42,51145,s,155
42,51147,s,91
42,51149,s,190
42,51153,s,2437
42,51155,s,157
42,51157,s,34
42,51159,s,37
42,51161,s,472
42,51163,s,99
42,51165,s,409
42,51167,s,136
42,51169,s,101
42,51171,s,207
42,51173,s,152
42,51175,s,91
42,51177,s,785
42,51179,s,859
42,51181,s,35
42,51183,s,46
42,51185,s,209
42,51187,s,204
42,51191,s,246
42,51193,s,80
42,51195,s,192
42,51197,s,137
42,51199,s,412
42,51510,s,409
42,51520,s,80
42,51530,s,31
42,51540,s,126
42,51550,s,1319
42,51570,s,89
42,51580,s,28
42,51590,s,201
42,51595,s,34
42,51600,s,100
42,51610,s,65
42,51620,s,41
42,51630,s,94
42,51640,s,34
42,51650,s,693
42,51660,s,146
42,51670,s,118
42,51678,s,16
42,51680,s,313
42,51683,s,222
42,51685,s,80
42,51690,s,66
42,51700,s,938
42,51710,s,1054
42,51720,s,18
42,51730,s,144
42,51735,s,75
42,51740,s,481
42,51750,s,45
42,51760,s,784
42,51770,s,438
42,51775,s,112
42,51790,s,100
42,51800,s,486
42,51810,s,2321
42,51820,s,100
42,51830,s,26
42,51840,s,117
49,51001,a,134
49,51003,a,474
49,51005,a,62
49,51007,a,54
49,51009,a,143
49,51011,a,62
49,51013,a,1316
49,51015,a,325
49,51017,a,19
49,51021,a,31
49,51023,a,133
49,51025,a,81
49,51027,a,111
49,51029,a,83
49,51031,a,245
49,51033,a,131
49,51035,a,122
49,51036,a,30
49,51037,a,50
49,51041,a,1484
49,51043,a,56
49,51045,a,20
49,51047,a,217
49,51049,a,44
49,51051,a,68
49,51053,a,129
49,51057,a,45
49,51059,a,5343
49,51061,a,287
49,51063,a,63
49,51065,a,115
49,51067,a,234
49,51069,a,361
49,51071,a,72
49,51073,a,164
49,51075,a,92
49,51077,a,62
49,51079,a,83
49,51081,a,66
49,51083,a,140
49,51085,a,443
49,51087,a,1482
49,51089,a,226
49,51091,a,7
49,51093,a,151
49,51095,a,263
49,51097,a,28
49,51099,a,112
49,51101,a,72
49,51103,a,35
49,51105,a,117
49,51107,a,1589
49,51109,a,144
49,51111,a,56
49,51113,a,54
49,51115,a,31
49,51117,a,132
49,51119,a,38
49,51121,a,614
49,51125,a,57
49,51127,a,81
49,51131,a,45
49,51133,a,38
49,51135,a,73
49,51137,a,139
49,51139,a,104
49,51141,a,74
49,51143,a,267
49,51145,a,130
49,51147,a,132
49,51149,a,184
49,51153,a,2033
49,51155,a,151
49,51157,a,27
49,51159,a,45
49,51161,a,390
49,51163,a,88
49,51165,a,335
49,51167,a,126
49,51169,a,98
49,51171,a,174
49,51173,a,138
49,51175,a,81
49,51177,a,581
49,51179,a,643
49,51181,a,29
49,51183,a,63
49,51185,a,193
49,51187,a,174
49,51191,a,239
49,51193,a,67
49,51195,a,200
49,51197,a,125
49,51199,a,295
49,51510,a,845
49,51520,a,79
49,51530,a,31
49,51540,a,289
49,51550,a,1068
49,51570,a,74
49,51580,a,25
49,51590,a,180
49,51595,a,25
49,51600,a,112
49,51610,a,55
49,51620,a,35
49,51630,a,144
49,51640,a,29
49,51650,a,696
49,51660,a,351
49,51670,a,104
49,51678,a,47
49,51680,a,412
49,51683,a,191
49,51685,a,78
49,51690,a,58
49,51700,a,955
49,51710,a,1426
49,51720,a,18
49,51730,a,153
49,51735,a,50
49,51740,a,461
49,51750,a,121
49,51760,a,1170
49,51770,a,464
49,51775,a,113
49,51790,a,105
49,51800,a,397
49,51810,a,2256
49,51820,a,94
49,51830,a,95
49,51840,a,132
49,51001,g,61
49,51003,g,133
49,51005,g,31
49,51007,g,19
49,51009,g,51
49,51011,g,25
49,51013,g,172
49,51015,g,112
49,51017,g,10
49,51021,g,11
49,51023,g,51
49,51025,g,28
49,51027,g,37
49,51029,g,23
49,51031,g,82
49,51033,g,35
49,51035,g,56
49,51036,g,11
49,51037,g,22
49,51041,g,307
49,51043,g,21
49,51045,g,8
49,51047,g,54
49,51049,g,15
49,51051,g,25
49,51053,g,36
49,51057,g,18
49,51059,g,1005
49,51061,g,78
49,51063,g,25
49,51065,g,38
49,51067,g,94
49,51069,g,93
49,51071,g,29
49,51073,g,51
49,51075,g,30
49,51077,g,31
49,51079,g,22
49,51081,g,14
49,51083,g,67
49,51085,g,124
49,51087,g,362
49,51089,g,102
49,51091,g,5
49,51093,g,48
49,51095,g,129
49,51097,g,11
49,51099,g,22
49,51101,g,18
49,51103,g,33
49,51105,g,39
49,51107,g,187
49,51109,g,45
49,51111,g,21
49,51113,g,22
49,51115,g,21
49,51117,g,65
49,51119,g,26
49,51121,g,88
49,51125,g,28
49,51127,g,20
49,51131,g,27
49,51133,g,35
49,51135,g,26
49,51137,g,57
49,51139,g,40
49,51141,g,38
49,51143,g,104
49,51145,g,31
49,51147,g,31
49,51149,g,34
49,51153,g,253
49,51155,g,59
49,51157,g,13
49,51159,g,16
49,51161,g,151
49,51163,g,44
49,51165,g,114
49,51167,g,45
49,51169,g,43
49,51171,g,74
49,51173,g,56
49,51175,g,27
49,51177,g,113
49,51179,g,88
49,51181,g,10
49,51183,g,17
49,51185,g,74
49,51187,g,46
49,51191,g,92
49,51193,g,34
49,51195,g,56
49,51197,g,49
49,51199,g,74
